Datetime,Open,High,Low,Close,Adj Close,Volume
2024-10-18 19:16:00+00:00,68865.25,68865.25,68865.25,68865.25,68865.25,6311936
2024-10-18 19:17:00+00:00,68826.765625,68826.765625,68826.765625,68826.765625,68826.765625,38957056
2024-10-18 19:18:00+00:00,68788.015625,68788.015625,68788.015625,68788.015625,68788.015625,3567616
2024-10-18 19:19:00+00:00,68778.265625,68778.265625,68778.265625,68778.265625,68778.265625,0
2024-10-18 19:21:00+00:00,68752.2421875,68752.2421875,68752.2421875,68752.2421875,68752.2421875,21147648
2024-10-18 19:22:00+00:00,68724.671875,68724.671875,68724.671875,68724.671875,68724.671875,1724416
2024-10-18 19:23:00+00:00,68739.453125,68739.453125,68739.453125,68739.453125,68739.453125,17608704
2024-10-18 19:24:00+00:00,68749.8203125,68749.8203125,68749.8203125,68749.8203125,68749.8203125,1032192
2024-10-18 19:25:00+00:00,68749.296875,68749.296875,68749.296875,68749.296875,68749.296875,4820992
2024-10-18 19:26:00+00:00,68799.75,68799.75,68799.75,68799.75,68799.75,4767744
2024-10-18 19:27:00+00:00,68813.0390625,68813.0390625,68813.0390625,68813.0390625,68813.0390625,0
2024-10-18 19:28:00+00:00,68822.171875,68822.171875,68822.171875,68822.171875,68822.171875,917504
2024-10-18 19:29:00+00:00,68833.0703125,68833.0703125,68833.0703125,68833.0703125,68833.0703125,32530432
2024-10-18 19:30:00+00:00,68760.375,68760.375,68760.375,68760.375,68760.375,7270400
2024-10-18 19:31:00+00:00,68807.625,68807.625,68807.625,68807.625,68807.625,0
2024-10-18 19:32:00+00:00,68790.9453125,68790.9453125,68790.9453125,68790.9453125,68790.9453125,35237888
2024-10-18 19:33:00+00:00,68816.4453125,68816.4453125,68816.4453125,68816.4453125,68816.4453125,0
2024-10-18 19:34:00+00:00,68796.1875,68796.1875,68796.1875,68796.1875,68796.1875,0
2024-10-18 19:35:00+00:00,68744.5703125,68744.5703125,68744.5703125,68744.5703125,68744.5703125,18522112
2024-10-18 19:36:00+00:00,68703.0390625,68703.0390625,68703.0390625,68703.0390625,68703.0390625,3919872
2024-10-18 19:37:00+00:00,68691.8359375,68691.8359375,68691.8359375,68691.8359375,68691.8359375,5582848
2024-10-18 19:38:00+00:00,68688.8125,68688.8125,68688.8125,68688.8125,68688.8125,0
2024-10-18 19:39:00+00:00,68698.5546875,68698.5546875,68698.5546875,68698.5546875,68698.5546875,2117632
2024-10-18 19:41:00+00:00,68667.828125,68667.828125,68667.828125,68667.828125,68667.828125,22978560
2024-10-18 19:42:00+00:00,68641.5703125,68641.5703125,68641.5703125,68641.5703125,68641.5703125,8302592
2024-10-18 19:43:00+00:00,68673.34375,68673.34375,68673.34375,68673.34375,68673.34375,974848
2024-10-18 19:44:00+00:00,68665.59375,68665.59375,68665.59375,68665.59375,68665.59375,19410944
2024-10-18 19:45:00+00:00,68656.7265625,68656.7265625,68656.7265625,68656.7265625,68656.7265625,2240512
2024-10-18 19:46:00+00:00,68644.4765625,68644.4765625,68644.4765625,68644.4765625,68644.4765625,0
2024-10-18 19:47:00+00:00,68637.5546875,68637.5546875,68637.5546875,68637.5546875,68637.5546875,0
2024-10-18 19:48:00+00:00,68607.734375,68607.734375,68607.734375,68607.734375,68607.734375,1531904
2024-10-18 19:49:00+00:00,68599.9140625,68599.9140625,68599.9140625,68599.9140625,68599.9140625,929792
2024-10-18 19:50:00+00:00,68595.9765625,68595.9765625,68595.9765625,68595.9765625,68595.9765625,17174528
2024-10-18 19:51:00+00:00,68601.2578125,68601.2578125,68601.2578125,68601.2578125,68601.2578125,0
2024-10-18 19:52:00+00:00,68626.484375,68626.484375,68626.484375,68626.484375,68626.484375,0
2024-10-18 19:53:00+00:00,68631.3203125,68631.3203125,68631.3203125,68631.3203125,68631.3203125,12353536
2024-10-18 19:55:00+00:00,68607.7578125,68607.7578125,68607.7578125,68607.7578125,68607.7578125,0
2024-10-18 19:56:00+00:00,68602.3125,68602.3125,68602.3125,68602.3125,68602.3125,0
2024-10-18 19:57:00+00:00,68595.96875,68595.96875,68595.96875,68595.96875,68595.96875,3547136
2024-10-18 19:58:00+00:00,68618.7265625,68618.7265625,68618.7265625,68618.7265625,68618.7265625,12443648
2024-10-18 19:59:00+00:00,68585.34375,68585.34375,68585.34375,68585.34375,68585.34375,22740992
2024-10-18 20:00:00+00:00,68606.953125,68606.953125,68606.953125,68606.953125,68606.953125,6451200
2024-10-18 20:01:00+00:00,68590.9140625,68590.9140625,68590.9140625,68590.9140625,68590.9140625,18649088
2024-10-18 20:02:00+00:00,68603.765625,68603.765625,68603.765625,68603.765625,68603.765625,0
2024-10-18 20:03:00+00:00,68618.40625,68618.40625,68618.40625,68618.40625,68618.40625,0
2024-10-18 20:04:00+00:00,68609.0,68609.0,68609.0,68609.0,68609.0,978944
2024-10-18 20:05:00+00:00,68607.9296875,68607.9296875,68607.9296875,68607.9296875,68607.9296875,0
2024-10-18 20:06:00+00:00,68608.5,68608.5,68608.5,68608.5,68608.5,4481024
2024-10-18 20:07:00+00:00,68602.78125,68602.78125,68602.78125,68602.78125,68602.78125,0
2024-10-18 20:08:00+00:00,68602.265625,68602.265625,68602.265625,68602.265625,68602.265625,9322496
2024-10-18 20:09:00+00:00,68593.96875,68593.96875,68593.96875,68593.96875,68593.96875,4710400
2024-10-18 20:10:00+00:00,68563.1328125,68563.1328125,68563.1328125,68563.1328125,68563.1328125,2117632
2024-10-18 20:11:00+00:00,68565.6015625,68565.6015625,68565.6015625,68565.6015625,68565.6015625,7045120
2024-10-18 20:12:00+00:00,68563.796875,68563.796875,68563.796875,68563.796875,68563.796875,3862528
2024-10-18 20:13:00+00:00,68584.5390625,68584.5390625,68584.5390625,68584.5390625,68584.5390625,0
2024-10-18 20:14:00+00:00,68630.8984375,68630.8984375,68630.8984375,68630.8984375,68630.8984375,1101824
2024-10-18 20:15:00+00:00,68628.5234375,68628.5234375,68628.5234375,68628.5234375,68628.5234375,6496256
2024-10-18 20:16:00+00:00,68647.4375,68647.4375,68647.4375,68647.4375,68647.4375,4145152
2024-10-18 20:17:00+00:00,68661.1640625,68661.1640625,68661.1640625,68661.1640625,68661.1640625,23375872
2024-10-18 20:18:00+00:00,68670.3671875,68670.3671875,68670.3671875,68670.3671875,68670.3671875,4243456
2024-10-18 20:19:00+00:00,68608.4609375,68608.4609375,68608.4609375,68608.4609375,68608.4609375,0
2024-10-18 20:20:00+00:00,68595.6640625,68595.6640625,68595.6640625,68595.6640625,68595.6640625,24252416
2024-10-18 20:21:00+00:00,68557.3125,68557.3125,68557.3125,68557.3125,68557.3125,4550656
2024-10-18 20:22:00+00:00,68536.8671875,68536.8671875,68536.8671875,68536.8671875,68536.8671875,8638464
2024-10-18 20:23:00+00:00,68530.6953125,68530.6953125,68530.6953125,68530.6953125,68530.6953125,5464064
2024-10-18 20:24:00+00:00,68520.640625,68520.640625,68520.640625,68520.640625,68520.640625,217088
2024-10-18 20:25:00+00:00,68533.359375,68533.359375,68533.359375,68533.359375,68533.359375,0
2024-10-18 20:26:00+00:00,68552.015625,68552.015625,68552.015625,68552.015625,68552.015625,2523136
2024-10-18 20:27:00+00:00,68560.75,68560.75,68560.75,68560.75,68560.75,249856
2024-10-18 20:28:00+00:00,68530.5390625,68530.5390625,68530.5390625,68530.5390625,68530.5390625,3788800
2024-10-18 20:29:00+00:00,68518.46875,68518.46875,68518.46875,68518.46875,68518.46875,4935680
2024-10-18 20:30:00+00:00,68532.1640625,68532.1640625,68532.1640625,68532.1640625,68532.1640625,4186112
2024-10-18 20:31:00+00:00,68536.359375,68536.359375,68536.359375,68536.359375,68536.359375,536576
2024-10-18 20:32:00+00:00,68522.6796875,68522.6796875,68522.6796875,68522.6796875,68522.6796875,3313664
2024-10-18 20:33:00+00:00,68495.046875,68495.046875,68495.046875,68495.046875,68495.046875,0
2024-10-18 20:34:00+00:00,68486.4765625,68486.4765625,68486.4765625,68486.4765625,68486.4765625,122880
2024-10-18 20:35:00+00:00,68475.5234375,68475.5234375,68475.5234375,68475.5234375,68475.5234375,13799424
2024-10-18 20:36:00+00:00,68476.3984375,68476.3984375,68476.3984375,68476.3984375,68476.3984375,1744896
2024-10-18 20:37:00+00:00,68484.9921875,68484.9921875,68484.9921875,68484.9921875,68484.9921875,0
2024-10-18 20:38:00+00:00,68473.171875,68473.171875,68473.171875,68473.171875,68473.171875,0
2024-10-18 20:39:00+00:00,68450.421875,68450.421875,68450.421875,68450.421875,68450.421875,1912832
2024-10-18 20:40:00+00:00,68424.4609375,68424.4609375,68424.4609375,68424.4609375,68424.4609375,573440
2024-10-18 20:41:00+00:00,68458.9765625,68458.9765625,68458.9765625,68458.9765625,68458.9765625,8634368
2024-10-18 20:42:00+00:00,68490.53125,68490.53125,68490.53125,68490.53125,68490.53125,6963200
2024-10-18 20:43:00+00:00,68521.421875,68521.421875,68521.421875,68521.421875,68521.421875,5046272
2024-10-18 20:44:00+00:00,68539.765625,68539.765625,68539.765625,68539.765625,68539.765625,2842624
2024-10-18 20:45:00+00:00,68531.28125,68531.28125,68531.28125,68531.28125,68531.28125,21786624
2024-10-18 20:46:00+00:00,68449.90625,68449.90625,68449.90625,68449.90625,68449.90625,1101824
2024-10-18 20:47:00+00:00,68445.28125,68445.28125,68445.28125,68445.28125,68445.28125,13148160
2024-10-18 20:48:00+00:00,68476.296875,68476.296875,68476.296875,68476.296875,68476.296875,5746688
2024-10-18 20:49:00+00:00,68495.21875,68495.21875,68495.21875,68495.21875,68495.21875,606208
2024-10-18 20:51:00+00:00,68454.7890625,68454.7890625,68454.7890625,68454.7890625,68454.7890625,18501632
2024-10-18 20:52:00+00:00,68463.1953125,68463.1953125,68463.1953125,68463.1953125,68463.1953125,602112
2024-10-18 20:53:00+00:00,68412.7734375,68412.7734375,68412.7734375,68412.7734375,68412.7734375,0
2024-10-18 20:55:00+00:00,68395.265625,68395.265625,68395.265625,68395.265625,68395.265625,5296128
2024-10-18 20:56:00+00:00,68408.4921875,68408.4921875,68408.4921875,68408.4921875,68408.4921875,5386240
2024-10-18 20:57:00+00:00,68412.8828125,68412.8828125,68412.8828125,68412.8828125,68412.8828125,528384
2024-10-18 20:58:00+00:00,68407.5625,68407.5625,68407.5625,68407.5625,68407.5625,1409024
2024-10-18 20:59:00+00:00,68410.046875,68410.046875,68410.046875,68410.046875,68410.046875,0
2024-10-18 21:00:00+00:00,68417.46875,68417.46875,68417.46875,68417.46875,68417.46875,6385664
2024-10-18 21:01:00+00:00,68401.21875,68401.21875,68401.21875,68401.21875,68401.21875,1687552
2024-10-18 21:02:00+00:00,68423.1875,68423.1875,68423.1875,68423.1875,68423.1875,0
2024-10-18 21:03:00+00:00,68431.2578125,68431.2578125,68431.2578125,68431.2578125,68431.2578125,0
2024-10-18 21:04:00+00:00,68437.8515625,68437.8515625,68437.8515625,68437.8515625,68437.8515625,0
2024-10-18 21:05:00+00:00,68442.1796875,68442.1796875,68442.1796875,68442.1796875,68442.1796875,5951488
2024-10-18 21:06:00+00:00,68432.4921875,68432.4921875,68432.4921875,68432.4921875,68432.4921875,0
2024-10-18 21:07:00+00:00,68416.6953125,68416.6953125,68416.6953125,68416.6953125,68416.6953125,1277952
2024-10-18 21:08:00+00:00,68398.375,68398.375,68398.375,68398.375,68398.375,11198464
2024-10-18 21:09:00+00:00,68382.671875,68382.671875,68382.671875,68382.671875,68382.671875,0
2024-10-18 21:10:00+00:00,68388.4765625,68388.4765625,68388.4765625,68388.4765625,68388.4765625,442368
2024-10-18 21:11:00+00:00,68400.0078125,68400.0078125,68400.0078125,68400.0078125,68400.0078125,2236416
2024-10-18 21:12:00+00:00,68405.7734375,68405.7734375,68405.7734375,68405.7734375,68405.7734375,1249280
2024-10-18 21:13:00+00:00,68402.453125,68402.453125,68402.453125,68402.453125,68402.453125,544768
2024-10-18 21:14:00+00:00,68395.2890625,68395.2890625,68395.2890625,68395.2890625,68395.2890625,2928640
2024-10-18 21:15:00+00:00,68401.2109375,68401.2109375,68401.2109375,68401.2109375,68401.2109375,1454080
2024-10-18 21:16:00+00:00,68397.4453125,68397.4453125,68397.4453125,68397.4453125,68397.4453125,430080
2024-10-18 21:17:00+00:00,68390.2734375,68390.2734375,68390.2734375,68390.2734375,68390.2734375,405504
2024-10-18 21:18:00+00:00,68444.0234375,68444.0234375,68444.0234375,68444.0234375,68444.0234375,0
2024-10-18 21:19:00+00:00,68449.734375,68449.734375,68449.734375,68449.734375,68449.734375,307200
2024-10-18 21:20:00+00:00,68416.40625,68416.40625,68416.40625,68416.40625,68416.40625,22323200
2024-10-18 21:21:00+00:00,68418.3984375,68418.3984375,68418.3984375,68418.3984375,68418.3984375,1060864
2024-10-18 21:22:00+00:00,68412.21875,68412.21875,68412.21875,68412.21875,68412.21875,0
2024-10-18 21:23:00+00:00,68400.515625,68400.515625,68400.515625,68400.515625,68400.515625,0
2024-10-18 21:24:00+00:00,68408.4375,68408.4375,68408.4375,68408.4375,68408.4375,860160
2024-10-18 21:25:00+00:00,68412.421875,68412.421875,68412.421875,68412.421875,68412.421875,606208
2024-10-18 21:26:00+00:00,68400.3203125,68400.3203125,68400.3203125,68400.3203125,68400.3203125,2899968
2024-10-18 21:27:00+00:00,68393.9765625,68393.9765625,68393.9765625,68393.9765625,68393.9765625,5013504
2024-10-18 21:28:00+00:00,68407.3203125,68407.3203125,68407.3203125,68407.3203125,68407.3203125,512000
2024-10-18 21:29:00+00:00,68408.40625,68408.40625,68408.40625,68408.40625,68408.40625,5423104
2024-10-18 21:31:00+00:00,68415.2421875,68415.2421875,68415.2421875,68415.2421875,68415.2421875,0
2024-10-18 21:32:00+00:00,68422.5703125,68422.5703125,68422.5703125,68422.5703125,68422.5703125,0
2024-10-18 21:33:00+00:00,68422.53125,68422.53125,68422.53125,68422.53125,68422.53125,8757248
2024-10-18 21:34:00+00:00,68433.6171875,68433.6171875,68433.6171875,68433.6171875,68433.6171875,0
2024-10-18 21:35:00+00:00,68446.359375,68446.359375,68446.359375,68446.359375,68446.359375,2605056
2024-10-18 21:36:00+00:00,68449.203125,68449.203125,68449.203125,68449.203125,68449.203125,2064384
2024-10-18 21:37:00+00:00,68461.4609375,68461.4609375,68461.4609375,68461.4609375,68461.4609375,0
2024-10-18 21:38:00+00:00,68475.875,68475.875,68475.875,68475.875,68475.875,3944448
2024-10-18 21:39:00+00:00,68458.5390625,68458.5390625,68458.5390625,68458.5390625,68458.5390625,0
2024-10-18 21:40:00+00:00,68456.34375,68456.34375,68456.34375,68456.34375,68456.34375,4050944
2024-10-18 21:41:00+00:00,68458.0546875,68458.0546875,68458.0546875,68458.0546875,68458.0546875,6975488
2024-10-18 21:42:00+00:00,68456.390625,68456.390625,68456.390625,68456.390625,68456.390625,0
2024-10-18 21:43:00+00:00,68454.9453125,68454.9453125,68454.9453125,68454.9453125,68454.9453125,73728
2024-10-18 21:44:00+00:00,68419.984375,68419.984375,68419.984375,68419.984375,68419.984375,0
2024-10-18 21:45:00+00:00,68419.1171875,68419.1171875,68419.1171875,68419.1171875,68419.1171875,1089536
2024-10-18 21:46:00+00:00,68424.375,68424.375,68424.375,68424.375,68424.375,0
2024-10-18 21:47:00+00:00,68441.5234375,68441.5234375,68441.5234375,68441.5234375,68441.5234375,8179712
2024-10-18 21:48:00+00:00,68449.96875,68449.96875,68449.96875,68449.96875,68449.96875,1294336
2024-10-18 21:49:00+00:00,68453.5234375,68453.5234375,68453.5234375,68453.5234375,68453.5234375,0
2024-10-18 21:50:00+00:00,68453.75,68453.75,68453.75,68453.75,68453.75,0
2024-10-18 21:51:00+00:00,68436.5,68436.5,68436.5,68436.5,68436.5,602112
2024-10-18 21:52:00+00:00,68422.734375,68422.734375,68422.734375,68422.734375,68422.734375,3129344
2024-10-18 21:53:00+00:00,68247.546875,68247.546875,68247.546875,68247.546875,68247.546875,876544
2024-10-18 21:54:00+00:00,68294.65625,68294.65625,68294.65625,68294.65625,68294.65625,8011776
2024-10-18 21:55:00+00:00,68308.375,68308.375,68308.375,68308.375,68308.375,8908800
2024-10-18 21:56:00+00:00,68321.296875,68321.296875,68321.296875,68321.296875,68321.296875,46792704
2024-10-18 21:57:00+00:00,68357.8359375,68357.8359375,68357.8359375,68357.8359375,68357.8359375,0
2024-10-18 21:58:00+00:00,68360.4296875,68360.4296875,68360.4296875,68360.4296875,68360.4296875,2506752
2024-10-18 21:59:00+00:00,68386.6953125,68386.6953125,68386.6953125,68386.6953125,68386.6953125,24461312
2024-10-18 22:00:00+00:00,68405.109375,68405.109375,68405.109375,68405.109375,68405.109375,2555904
2024-10-18 22:01:00+00:00,68350.125,68350.125,68350.125,68350.125,68350.125,0
2024-10-18 22:02:00+00:00,68383.390625,68383.390625,68383.390625,68383.390625,68383.390625,0
2024-10-18 22:03:00+00:00,68358.40625,68358.40625,68358.40625,68358.40625,68358.40625,2867200
2024-10-18 22:04:00+00:00,68326.8984375,68326.8984375,68326.8984375,68326.8984375,68326.8984375,0
2024-10-18 22:05:00+00:00,68298.4765625,68298.4765625,68298.4765625,68298.4765625,68298.4765625,37879808
2024-10-18 22:06:00+00:00,68303.7578125,68303.7578125,68303.7578125,68303.7578125,68303.7578125,5607424
2024-10-18 22:07:00+00:00,68284.421875,68284.421875,68284.421875,68284.421875,68284.421875,0
2024-10-18 22:08:00+00:00,68291.984375,68291.984375,68291.984375,68291.984375,68291.984375,0
2024-10-18 22:09:00+00:00,68292.796875,68292.796875,68292.796875,68292.796875,68292.796875,1241088
2024-10-18 22:10:00+00:00,68309.5390625,68309.5390625,68309.5390625,68309.5390625,68309.5390625,0
2024-10-18 22:11:00+00:00,68277.7890625,68277.7890625,68277.7890625,68277.7890625,68277.7890625,0
2024-10-18 22:12:00+00:00,68300.6171875,68300.6171875,68300.6171875,68300.6171875,68300.6171875,1155072
2024-10-18 22:13:00+00:00,68319.9296875,68319.9296875,68319.9296875,68319.9296875,68319.9296875,0
2024-10-18 22:14:00+00:00,68318.0625,68318.0625,68318.0625,68318.0625,68318.0625,0
2024-10-18 22:16:00+00:00,68314.9140625,68314.9140625,68314.9140625,68314.9140625,68314.9140625,0
2024-10-18 22:17:00+00:00,68337.859375,68337.859375,68337.859375,68337.859375,68337.859375,0
2024-10-18 22:18:00+00:00,68333.7734375,68333.7734375,68333.7734375,68333.7734375,68333.7734375,0
2024-10-18 22:19:00+00:00,68387.4921875,68387.4921875,68387.4921875,68387.4921875,68387.4921875,0
2024-10-18 22:20:00+00:00,68373.1171875,68373.1171875,68373.1171875,68373.1171875,68373.1171875,2621440
2024-10-18 22:21:00+00:00,68376.15625,68376.15625,68376.15625,68376.15625,68376.15625,2297856
2024-10-18 22:22:00+00:00,68360.2734375,68360.2734375,68360.2734375,68360.2734375,68360.2734375,0
2024-10-18 22:23:00+00:00,68377.4921875,68377.4921875,68377.4921875,68377.4921875,68377.4921875,0
2024-10-18 22:25:00+00:00,68375.0546875,68375.0546875,68375.0546875,68375.0546875,68375.0546875,3346432
2024-10-18 22:26:00+00:00,68370.4453125,68370.4453125,68370.4453125,68370.4453125,68370.4453125,3792896
2024-10-18 22:27:00+00:00,68354.71875,68354.71875,68354.71875,68354.71875,68354.71875,0
2024-10-18 22:28:00+00:00,68338.671875,68338.671875,68338.671875,68338.671875,68338.671875,0
2024-10-18 22:29:00+00:00,68343.3203125,68343.3203125,68343.3203125,68343.3203125,68343.3203125,0
2024-10-18 22:30:00+00:00,68329.0,68329.0,68329.0,68329.0,68329.0,561152
2024-10-18 22:31:00+00:00,68321.625,68321.625,68321.625,68321.625,68321.625,2547712
2024-10-18 22:32:00+00:00,68327.421875,68327.421875,68327.421875,68327.421875,68327.421875,0
2024-10-18 22:33:00+00:00,68330.609375,68330.609375,68330.609375,68330.609375,68330.609375,0
2024-10-18 22:34:00+00:00,68291.4140625,68291.4140625,68291.4140625,68291.4140625,68291.4140625,0
2024-10-18 22:35:00+00:00,68278.953125,68278.953125,68278.953125,68278.953125,68278.953125,0
2024-10-18 22:36:00+00:00,68256.1484375,68256.1484375,68256.1484375,68256.1484375,68256.1484375,2875392
2024-10-18 22:37:00+00:00,68281.9765625,68281.9765625,68281.9765625,68281.9765625,68281.9765625,6987776
2024-10-18 22:38:00+00:00,68298.78125,68298.78125,68298.78125,68298.78125,68298.78125,0
2024-10-18 22:39:00+00:00,68298.34375,68298.34375,68298.34375,68298.34375,68298.34375,446464
2024-10-18 22:40:00+00:00,68292.4453125,68292.4453125,68292.4453125,68292.4453125,68292.4453125,4169728
2024-10-18 22:41:00+00:00,68283.0234375,68283.0234375,68283.0234375,68283.0234375,68283.0234375,3350528
2024-10-18 22:42:00+00:00,68262.5625,68262.5625,68262.5625,68262.5625,68262.5625,0
2024-10-18 22:43:00+00:00,68238.6015625,68238.6015625,68238.6015625,68238.6015625,68238.6015625,0
2024-10-18 22:44:00+00:00,68269.7890625,68269.7890625,68269.7890625,68269.7890625,68269.7890625,2457600
2024-10-18 22:45:00+00:00,68281.015625,68281.015625,68281.015625,68281.015625,68281.015625,5386240
2024-10-18 22:46:00+00:00,68269.0,68269.0,68269.0,68269.0,68269.0,0
2024-10-18 22:47:00+00:00,68237.28125,68237.28125,68237.28125,68237.28125,68237.28125,0
2024-10-18 22:48:00+00:00,68237.0234375,68237.0234375,68237.0234375,68237.0234375,68237.0234375,0
2024-10-18 22:49:00+00:00,68206.53125,68206.53125,68206.53125,68206.53125,68206.53125,0
2024-10-18 22:50:00+00:00,68201.921875,68201.921875,68201.921875,68201.921875,68201.921875,0
2024-10-18 22:51:00+00:00,68209.984375,68209.984375,68209.984375,68209.984375,68209.984375,0
2024-10-18 22:52:00+00:00,68232.65625,68232.65625,68232.65625,68232.65625,68232.65625,0
2024-10-18 22:53:00+00:00,68217.6171875,68217.6171875,68217.6171875,68217.6171875,68217.6171875,0
2024-10-18 22:54:00+00:00,68215.15625,68215.15625,68215.15625,68215.15625,68215.15625,0
2024-10-18 22:55:00+00:00,68213.75,68213.75,68213.75,68213.75,68213.75,0
